BS value,3.409923577

200,50,3.768052148,0.3581285718
200,100,3.667682961,0.2577593845
200,200,3.394137076,0.01578650005
200,400,3.387388117,0.02253545931
200,800,3.303519322,0.1064042544
200,1600,3.43390298,0.02397940311
200,3200,3.396302454,0.01362112274
200,6400,3.471425735,0.06150215832
200,12800,3.437060208,0.02713663165
200,25600,3.484756332,0.07483275514


18,555,3.995602744,0.5856791673
23,869,3.751081441,0.3411578644
29,1379,3.928673811,0.5187502342
36,2222,3.47659077,0.06666719301
45,3555,3.467991676,0.05806809968
57,5614,3.551960753,0.1420371764
72,8888,3.541810023,0.1318864467
90,14222,3.532002966,0.1220793891
113,22654,3.520359061,0.1104354849
143,35804,3.544060496,0.134136919
